Unnamed: 0,breed,image_path,annotation_path,xmin,ymin,xmax,ymax
6461,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_3493.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_3493,97,35,332,324
6462,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_355.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_355,112,1,409,332
6463,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_3555.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_3555,135,72,357,365
6464,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_3598.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_3598,244,62,448,289
6465,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_3610.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_3610,141,93,417,404
6466,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_3630.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_3630,2,2,250,196
6467,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_366.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_366,36,49,287,220
6468,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_3685.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_3685,73,56,287,261
6469,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_3758.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_3758,129,65,411,342
6470,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_404.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_404,91,35,161,189
6471,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_439.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_439,1,0,486,386
6472,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_50.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_50,93,32,315,315
6473,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_52.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_52,69,10,451,332
6474,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_530.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_530,66,1,597,476
6475,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_554.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_554,0,0,360,330
6476,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_61.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_61,151,6,453,329
6477,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_619.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_619,191,89,373,249
6478,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_645.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_645,164,45,490,379
6479,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_648.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_648,166,38,341,269
6480,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_69.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_69,237,11,492,314
6481,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_72.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_72,46,0,330,498
6482,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_726.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_726,170,240,290,482
6483,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_73.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_73,2,1,352,498
6484,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_739.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_739,119,93,516,434
6485,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_752.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_752,82,59,308,254
6486,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_773.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_773,102,2,367,332
6487,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_778.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_778,76,1,221,239
6488,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_792.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_792,12,21,472,213
6489,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_807.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_807,142,75,440,320
6490,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_81.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_81,115,287,206,411
6491,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_847.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_847,39,48,379,328
6492,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_848.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_848,18,6,167,128
6493,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_860.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_860,246,80,466,273
6494,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_866.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_866,68,11,368,340
6495,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_871.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_871,0,169,282,297
6496,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_880.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_880,11,2,165,196
6497,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_897.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_897,73,292,373,498
6498,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_90.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_90,116,0,482,374
6499,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_905.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_905,254,0,456,194
6500,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_928.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_928,239,4,499,255
6501,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_936.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_936,32,50,179,190
6502,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_95.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_95,68,10,259,249
6503,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_969.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_969,36,11,419,345
6504,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_977.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_977,33,74,304,266
6505,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_990.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_990,5,1,143,174
6506,norwich-terrier,images/Images/n02094258-Norwich_terrier/n02094258_992.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094258-Norwich_terrier/n02094258_992,68,10,389,308
6507,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_10123.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_10123,70,22,320,486
6508,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_10126.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_10126,71,25,298,314
6509,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_10184.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_10184,145,0,498,279
6510,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_1030.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_1030,2,1,479,373
6511,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_1177.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_1177,16,18,379,279
6512,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_1210.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_1210,1,57,481,374
6513,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_1211.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_1211,71,29,499,330
6514,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_1219.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_1219,101,65,336,398
6515,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_126.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_126,27,81,316,498
6516,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_1269.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_1269,98,255,352,498
6517,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_1301.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_1301,83,211,215,316
6518,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_1312.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_1312,1,1,355,332
6519,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_1324.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_1324,96,14,354,374
6520,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_1376.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_1376,12,1,393,374
6521,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_1483.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_1483,146,24,423,363
6522,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_1490.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_1490,213,57,405,286
6523,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_1525.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_1525,19,184,163,539
6524,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_1539.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_1539,72,0,415,453
6525,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_1634.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_1634,5,24,282,407
6526,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_1765.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_1765,12,14,234,319
6527,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_1770.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_1770,65,23,245,273
6528,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_1772.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_1772,13,6,373,413
6529,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_1824.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_1824,6,0,412,498
6530,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_1849.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_1849,3,8,485,394
6531,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_1868.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_1868,56,115,331,353
6532,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_1869.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_1869,197,0,499,333
6533,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_194.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_194,164,81,357,323
6534,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_199.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_199,61,25,308,575
6535,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2006.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2006,126,14,368,322
6536,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2022.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2022,31,11,310,480
6537,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2041.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2041,59,20,499,345
6538,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2053.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2053,1,3,487,346
6539,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2105.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2105,50,78,498,373
6540,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2114.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2114,2,30,373,455
6541,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2115.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2115,0,0,498,316
6542,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2125.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2125,192,0,427,309
6543,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2127.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2127,0,22,341,333
6544,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2197.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2197,107,47,442,486
6545,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2223.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2223,108,236,223,401
6546,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2229.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2229,8,86,306,347
6547,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_225.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_225,46,32,395,447
6548,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2266.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2266,93,197,188,292
6549,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2328.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2328,3,0,760,1422
6550,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2340.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2340,158,66,410,308
6551,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2349.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2349,175,1,481,264
6552,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2375.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2375,98,66,415,251
6553,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2401.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2401,30,14,279,337
6554,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2417.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2417,46,186,327,361
6555,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2457.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2457,326,19,498,265
6556,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2474.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2474,27,36,453,384
6557,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2483.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2483,94,1,440,331
6558,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2519.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2519,49,10,263,299
6559,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2537.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2537,92,0,498,373
6560,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2564.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2564,74,88,327,406
6561,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_259.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_259,274,6,1462,1228
6562,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2596.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2596,47,18,333,498
6563,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2609.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2609,19,37,240,298
6564,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2643.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2643,191,77,307,280
6565,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_266.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_266,1,32,408,374
6566,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2678.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2678,44,88,288,423
6567,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2685.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2685,41,61,373,498
6568,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2740.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2740,187,106,354,331
6569,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2748.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2748,96,0,420,333
6570,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2759.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2759,80,111,300,435
6571,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2776.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2776,3,5,189,258
6572,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2782.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2782,2,36,398,256
6573,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2824.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2824,85,1,528,600
6574,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2838.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2838,31,16,166,246
6575,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2882.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2882,172,4,499,332
6576,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2901.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2901,220,78,365,240
6577,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2903.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2903,121,20,416,409
6578,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2919.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2919,116,2,421,332
6579,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2973.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2973,131,58,434,280
6580,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_2987.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_2987,20,18,136,186
6581,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_3010.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_3010,27,15,309,348
6582,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_3043.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_3043,58,101,257,417
6583,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_3088.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_3088,24,8,257,372
6584,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_3117.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_3117,313,238,630,699
6585,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_3192.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_3192,202,262,262,365
6586,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_3198.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_3198,53,76,134,204
6587,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_3202.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_3202,68,1,498,332
6588,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_3279.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_3279,46,75,365,497
6589,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_3296.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_3296,59,97,221,333
6590,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_3335.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_3335,164,53,346,307
6591,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_3392.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_3392,129,0,383,333
6592,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_3400.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_3400,63,11,433,369
6593,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_3431.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_3431,69,38,244,231
6594,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_3480.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_3480,50,42,698,717
6595,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_3526.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_3526,20,46,312,460
6596,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_3560.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_3560,80,45,342,228
6597,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_3604.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_3604,0,0,368,498
6598,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_3613.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_3613,136,91,499,374
6599,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_3640.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_3640,58,8,161,143
6600,yorkshire-terrier,images/Images/n02094433-Yorkshire_terrier/n02094433_3642.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02094433-Yorkshire_terrier/n02094433_3642,44,100,312,331
