,breed,image_path,annotation_path,xmin,ymin,xmax,ymax
11305,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_2076.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_2076,26,0,499,374
11306,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_2142.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_2142,9,3,213,177
11307,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_2159.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_2159,83,86,205,320
11308,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_2171.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_2171,46,96,425,306
11309,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_2177.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_2177,0,2,548,444
11310,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_2324.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_2324,67,90,489,365
11311,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_2429.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_2429,66,3,492,305
11312,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_2522.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_2522,8,0,210,199
11313,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_2529.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_2529,356,146,473,316
11314,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_2565.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_2565,1,3,412,490
11315,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_2597.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_2597,0,7,331,498
11316,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_2645.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_2645,368,194,718,476
11317,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_2667.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_2667,53,16,382,498
11318,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_2671.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_2671,21,91,450,268
11319,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_2689.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_2689,83,28,348,266
11320,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_2737.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_2737,76,121,289,373
11321,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_2773.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_2773,200,143,289,270
11322,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_2833.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_2833,53,63,490,370
11323,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_2862.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_2862,25,13,201,191
11324,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_2888.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_2888,34,85,322,322
11325,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_2889.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_2889,91,0,426,286
11326,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_2970.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_2970,141,102,463,374
11327,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_2999.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_2999,89,61,442,325
11328,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_3003.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_3003,9,8,294,246
11329,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_3023.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_3023,31,47,310,498
11330,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_3036.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_3036,103,85,377,361
11331,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_3064.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_3064,1,18,449,452
11332,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_3098.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_3098,17,136,326,498
11333,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_3195.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_3195,10,7,244,262
11334,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_3280.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_3280,41,24,385,325
11335,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_3294.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_3294,8,157,871,1138
11336,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_3320.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_3320,18,25,446,498
11337,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_3344.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_3344,61,30,308,498
11338,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_3357.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_3357,117,0,460,374
11339,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_3365.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_3365,0,29,142,178
11340,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_3416.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_3416,158,107,347,288
11341,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_348.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_348,1,10,286,282
11342,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_3497.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_3497,38,31,144,139
11343,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_3518.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_3518,160,31,411,452
11344,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_3536.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_3536,381,162,436,287
11345,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_3673.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_3673,126,153,244,212
11346,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_3697.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_3697,86,70,176,141
11347,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_3710.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_3710,76,35,238,457
11348,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_3762.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_3762,44,41,254,223
11349,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_3927.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_3927,81,69,296,296
11350,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_4002.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_4002,196,100,322,342
11351,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_4038.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_4038,22,2,410,362
11352,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_4110.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_4110,1,0,457,318
11353,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_4113.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_4113,56,1,292,212
11354,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_4131.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_4131,20,78,244,458
11355,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_4229.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_4229,23,29,362,320
11356,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_4240.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_4240,26,313,1077,792
11357,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_4333.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_4333,4,0,107,116
11358,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_4342.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_4342,146,136,579,344
11359,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_4358.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_4358,19,14,159,113
11360,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_4406.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_4406,15,10,268,245
11361,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_4422.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_4422,22,9,162,119
11362,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_454.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_454,55,1,471,328
11363,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_4556.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_4556,9,17,419,332
11364,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_4628.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_4628,84,17,476,317
11365,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_4632.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_4632,3,6,215,197
11366,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_4737.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_4737,78,113,257,261
11367,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_4762.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_4762,10,81,421,374
11368,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_4808.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_4808,0,15,321,326
11369,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_4875.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_4875,161,114,375,303
11370,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_4879.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_4879,139,74,391,374
11371,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_5149.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_5149,14,28,498,356
11372,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_5179.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_5179,33,10,269,253
11373,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_5274.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_5274,0,42,485,284
11374,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_5395.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_5395,26,8,188,185
11375,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_5512.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_5512,9,2,215,145
11376,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_5541.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_5541,6,17,195,167
11377,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_560.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_560,20,3,243,195
11378,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_5625.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_5625,121,103,396,320
11379,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_5745.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_5745,1,0,254,208
11380,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_5783.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_5783,86,150,259,320
11381,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_5801.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_5801,33,52,221,211
11382,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_5807.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_5807,41,57,442,210
11383,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_5816.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_5816,42,28,434,314
11384,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_5867.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_5867,81,66,469,295
11385,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_5977.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_5977,67,64,415,296
11386,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_5998.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_5998,134,134,299,335
11387,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_6057.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_6057,153,80,294,198
11388,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_6065.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_6065,83,58,300,247
11389,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_6077.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_6077,0,2,362,344
11390,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_6081.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_6081,30,22,180,176
11391,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_6143.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_6143,88,1,402,373
11392,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_6153.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_6153,99,99,337,360
11393,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_6200.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_6200,18,83,479,374
11394,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_6282.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_6282,16,29,388,385
11395,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_6329.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_6329,125,72,335,456
11396,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_6377.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_6377,27,16,115,166
11397,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_6494.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_6494,23,15,443,273
11398,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_6538.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_6538,178,58,352,332
11399,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_6564.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_6564,41,11,147,134
11400,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_6797.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_6797,182,144,398,308
11401,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_7113.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_7113,0,37,429,330
11402,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_7275.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_7275,250,46,395,325
11403,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_733.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_733,106,85,483,312
11404,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_74.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_74,114,2,457,311
11405,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_746.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_746,44,61,253,339
11406,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_758.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_758,33,28,225,262
11407,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_7643.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_7643,5,52,499,374
11408,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_7835.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_7835,55,65,317,428
11409,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_8691.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_8691,16,227,295,448
11410,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_881.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_881,0,0,491,269
11411,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_8914.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_8914,0,0,499,332
11412,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_892.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_892,63,83,205,226
11413,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_9127.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_9127,162,150,261,353
11414,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_9320.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_9320,237,33,413,268
11415,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_9585.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_9585,0,0,499,332
11416,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_9593.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_9593,122,21,374,374
11417,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_9597.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_9597,125,82,499,254
11418,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_96.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_96,54,19,436,332
11419,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_9691.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_9691,1,28,498,498
11420,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_9801.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_9801,8,0,499,317
11421,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_9859.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_9859,60,39,373,326
11422,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_990.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_990,123,87,358,281
11423,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_9968.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_9968,95,59,419,331
11424,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_9972.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_9972,41,65,361,332
11425,brittany-spaniel,images/Images/n02101388-Brittany_spaniel/n02101388_9999.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101388-Brittany_spaniel/n02101388_9999,71,0,357,343
11426,clumber,images/Images/n02101556-clumber/n02101556_1018.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101556-clumber/n02101556_1018,195,71,361,303
11427,clumber,images/Images/n02101556-clumber/n02101556_1116.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101556-clumber/n02101556_1116,11,173,485,510
11428,clumber,images/Images/n02101556-clumber/n02101556_1270.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101556-clumber/n02101556_1270,115,91,386,374
11429,clumber,images/Images/n02101556-clumber/n02101556_129.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101556-clumber/n02101556_129,10,17,186,135
11430,clumber,images/Images/n02101556-clumber/n02101556_1355.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101556-clumber/n02101556_1355,14,33,384,246
11431,clumber,images/Images/n02101556-clumber/n02101556_1469.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101556-clumber/n02101556_1469,274,98,547,340
11432,clumber,images/Images/n02101556-clumber/n02101556_1665.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101556-clumber/n02101556_1665,136,64,431,330
11433,clumber,images/Images/n02101556-clumber/n02101556_1680.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101556-clumber/n02101556_1680,26,129,476,392
11434,clumber,images/Images/n02101556-clumber/n02101556_1745.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101556-clumber/n02101556_1745,106,22,498,262
11435,clumber,images/Images/n02101556-clumber/n02101556_1819.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101556-clumber/n02101556_1819,28,28,781,465
11436,clumber,images/Images/n02101556-clumber/n02101556_1991.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101556-clumber/n02101556_1991,4,105,467,374
11437,clumber,images/Images/n02101556-clumber/n02101556_2002.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101556-clumber/n02101556_2002,18,46,249,461
11438,clumber,images/Images/n02101556-clumber/n02101556_2003.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101556-clumber/n02101556_2003,6,0,276,185
11439,clumber,images/Images/n02101556-clumber/n02101556_2023.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101556-clumber/n02101556_2023,73,88,270,270
11440,clumber,images/Images/n02101556-clumber/n02101556_2362.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101556-clumber/n02101556_2362,40,63,429,267
11441,clumber,images/Images/n02101556-clumber/n02101556_2517.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101556-clumber/n02101556_2517,40,65,332,472
11442,clumber,images/Images/n02101556-clumber/n02101556_2566.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101556-clumber/n02101556_2566,143,154,429,309
11443,clumber,images/Images/n02101556-clumber/n02101556_2580.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101556-clumber/n02101556_2580,61,92,331,263
11444,clumber,images/Images/n02101556-clumber/n02101556_2604.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101556-clumber/n02101556_2604,313,234,419,374
11445,clumber,images/Images/n02101556-clumber/n02101556_2623.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101556-clumber/n02101556_2623,5,227,224,497
11446,clumber,images/Images/n02101556-clumber/n02101556_2642.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101556-clumber/n02101556_2642,131,36,371,407
11447,clumber,images/Images/n02101556-clumber/n02101556_2668.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101556-clumber/n02101556_2668,128,58,407,374
11448,clumber,images/Images/n02101556-clumber/n02101556_2677.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101556-clumber/n02101556_2677,100,0,499,286
11449,clumber,images/Images/n02101556-clumber/n02101556_2689.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02101556-clumber/n02101556_2689,9,37,445,283
